"trial_id","criterion_type","ad_domain","clinical_concept","operator","value_lower","value_upper","units","diagnostic_framework","severity_stage","source_sentence","temporal_scope","evidence_type","certainty"
"NCT05269394","exclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Substance or alcohol use disorder currently or within the past 1 year","within the past 1 year","NA","must not"
"NCT05269394","exclusion","lifestyle","Alcohol/substance use","NA","NA","NA","NA","NA","NA","Substance or alcohol use disorder currently or within the past 1 year","within the past 1 year","questionnaire","must not"
"NCT05269394","exclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Substance or alcohol use disorder currently or within the past 1 year","within the past 1 year","NA","must not"
"NCT05269394","exclusion","imaging","Brain MRI","history/presence of","NA","NA","NA","NA","NA","Presence of pacemakers, aneurysm clips, artificial heart valves, ear implants, or foreign metal objects in the eyes, skin or body which would preclude MRI scan.","NA","MRI","must not"
"NCT05269394","exclusion","safety_labs","Safety labs/organ function","history/presence of","NA","NA","NA","NA","NA","History or presence of clinically significant cardiovascular disease, hepatic/renal disorders, infectious disease or immune disorder, or metabolic/endocrine disorders","NA","lab_test","must not"
"NCT05269394","exclusion","medications","Anticoagulant/antiplatelet use","<=","NA","325","mg","NA","NA","Anticoagulants except low dose (≤ 325 mg) aspirin.","NA","NA","must not"
"NCT05269394","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Have been exposed to a monoclonal antibody targeting beta amyloid peptide within the past six months.","NA","lab_test","must not"
"NCT05269394","exclusion","demographics","Age","history/presence of","NA","NA","NA","NA","NA","History of cancer within the last 5 years, except basal cell carcinoma, non-squamous skin carcinoma, prostate cancer or carcinoma in situ with no significant progression over the past 2 years.","NA","NA","must not"
"NCT05269394","exclusion","demographics","Age","NA","NA","NA","NA","NA","NA","History of cancer within the last 5 years, except basal cell carcinoma, non-squamous skin carcinoma, prostate cancer or carcinoma in situ with no significant progression over the past 2 years.","NA","NA","must not"
"NCT05269394","exclusion","demographics","Sex/pregnancy","positive","NA","NA","NA","NA","NA","Positive urine or serum pregnancy test or plans or desires to become pregnant during the course of the trial.","NA","NA","must not"
"NCT05269394","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Subjects unable to complete all study related testing, including implanted metal that cannot be removed for MRI scanning, required anticoagulation and pregnancy.","NA","MRI","required"
"NCT05269394","exclusion","demographics","Sex/pregnancy","NA","NA","NA","NA","NA","NA","Subjects unable to complete all study related testing, including implanted metal that cannot be removed for MRI scanning, required anticoagulation and pregnancy.","NA","MRI","required"
"NCT05325008","inclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Aged 2 years or above","NA","NA","must"
"NCT05325008","inclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Have received a kidney or simultaneous pancreas-kidney transplant","NA","lab_test","must"
"NCT05325008","inclusion","other","NA",">=","5","NA","weeks","NA","NA","Have BKPyV-Viremia (detected by RT-PCR) with a viral count ≥ 5,000 copies per mL, or histological confirmation of BKPyVAN, within 3 weeks prior to randomisation.","within 3 weeks prior","NA","must"
"NCT05325008","inclusion","study_operations","Informed consent","consent to","NA","NA","NA","NA","NA","Be able to provide informed consent or consent given by a parent or guardian (if age \<18 years) or other authorised person","NA","NA","must"
"NCT05325008","inclusion","demographics","Age","consent to","NA","NA","NA","NA","NA","Be able to provide informed consent or consent given by a parent or guardian (if age \<18 years) or other authorised person","NA","NA","must"
"NCT05325008","inclusion","demographics","Age","<","NA","18","years","NA","NA","Be able to provide informed consent or consent given by a parent or guardian (if age \<18 years) or other authorised person","NA","NA","must"
"NCT05325008","inclusion","demographics","Age","NA","NA","NA","NA","NA","NA","Be able to provide informed consent or consent given by a parent or guardian (if age \<18 years) or other authorised person","NA","NA","must"
"NCT05325008","exclusion","other","NA","absent","NA","NA","NA","NA","NA","Contraindications to receiving IVIG as a treatment","NA","NA","must not"
"NCT05325008","exclusion","other","NA","<=","NA","3","months","NA","NA","Current active acute rejection (≤ 3 months prior)","NA","NA","must not"
"NCT05325008","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Treating clinicians would regard as unsafe to be enrolled","NA","NA","must not"
"NCT05325008","exclusion","other","NA","<","NA","12","months","NA","NA","Limited life expectancy (\< 12 months)","NA","NA","must not"
"NCT05325008","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Receiving Belatacept as part of their immunosuppression protocol","NA","NA","must not"
"NCT05325008","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Currently undergoing or who have previously received, viral-specific T-cell therapy for BK viremia","NA","NA","must not"
"NCT05325008","exclusion","comorbidities","CNS infection history","NA","NA","NA","NA","NA","NA","Prior infection and treatment for BKPyV-Viremia","NA","clinical_exam","must not"
"NCT05325008","exclusion","safety_labs","Safety labs/organ function","<","NA","4","weeks","NA","NA","Received IVIG treatment in the past with last IVIG treatment \< 4 weeks prior to randomisation","NA","lab_test","must not"
"NCT05531656","inclusion","demographics","Age","between","50","85","years","NA","NA","Ages 50-85 years.","NA","NA","must"
"NCT05531656","inclusion","other","MCI diagnosis","history/presence of","NA","NA","NA","NA","MCI due to AD","Diagnosis of either MCI due to AD or mild AD dementia.","NA","clinical_exam","must"
"NCT05531656","inclusion","other","AD dementia diagnosis","NA","NA","NA","NA","NA","MCI due to AD","Diagnosis of either MCI due to AD or mild AD dementia.","NA","clinical_exam","must"
"NCT05531656","inclusion","cognition","MMSE","between","20","30","score","NA","NA","MMSE 20-30 (inclusive).","NA","cognitive_test","must"
"NCT05531656","inclusion","imaging","Amyloid PET","NA","NA","NA","NA","NA","NA","Amyloid PET scan of the brain or CSF biomarkers consistent with AD.","NA","PET","must"
"NCT05531656","inclusion","biomarkers","CSF biomarkers","NA","NA","NA","NA","NA","NA","Amyloid PET scan of the brain or CSF biomarkers consistent with AD.","NA","CSF","must"
"NCT05531656","inclusion","imaging","Brain MRI","history/presence of","NA","NA","NA","NA","NA","Neuroimaging (MRI) obtained during screening consistent with the clinical diagnosis of Alzheimer's disease, as based on central read.","NA","MRI","must"
"NCT05531656","exclusion","imaging","Brain MRI","NA","NA","NA","NA","NA","NA","Screening MRI of the brain indicative of significant abnormality.","NA","MRI","must not"
"NCT05531656","exclusion","other","NA","history/presence of","NA","NA","NA","NA","NA","Clinically significant abnormalities in screening laboratory tests.","NA","NA","must not"
"NCT05531656","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Clinical or laboratory findings consistent with:","NA","NA","must not"
"NCT05531656","exclusion","comorbidities","Stroke/TIA history","NA","NA","NA","NA","NA","NA","Other primary degenerative dementia, (dementia with Lewy bodies, fronto-temporal dementia, Huntington's disease, Creutzfeldt-Jakob Disease, Down syndrome, etc.).","NA","clinical_exam","must not"
"NCT05531656","exclusion","other","NA","NA","NA","NA","NA","NA","NA","Other neurodegenerative condition (Parkinson's disease, amyotrophic lateral sclerosis, etc.).","NA","NA","must not"
"NCT05531656","exclusion","safety_labs","Safety labs/organ function","NA","NA","NA","NA","NA","NA","Other infectious, metabolic or systemic diseases affecting the central nervous system (syphilis, present hypothyroidism, present vitamin B12, other laboratory values etc.)","NA","lab_test","must not"
"NCT05531656","exclusion","comorbidities","CNS infection history","negative","NA","NA","NA","NA","NA","A participant known to be actively infected with hepatitis B or hepatitis C at screening. History of acute/chronic hepatitis B or C and/or carriers of hepatitis B (seropositive for hepatitis B surface antigen \[HbsAg\] or anti-hepatitis C \[HCV\] antibody). Participants who have evidence of resolved hepatitis infection (e.g., HCV RNA negative) may be considered following discussion with the Medical Monitor.","at screening","clinical_exam","may"
"NCT05531656","exclusion","comorbidities","Psychiatric disorder history","history/presence of","NA","NA","NA","DSM","NA","A current DSM-V diagnosis of active major depression or GDS \> 6, schizophrenia, or bipolar disorder.","NA","clinical_exam","must not"
"NCT05531656","exclusion","comorbidities","Geriatric Depression Scale",">","6","NA","score","DSM","NA","A current DSM-V diagnosis of active major depression or GDS \> 6, schizophrenia, or bipolar disorder.","NA","questionnaire","must not"
"NCT05531656","exclusion","comorbidities","Psychiatric disorder history","NA","NA","NA","NA","DSM","NA","A current DSM-V diagnosis of active major depression or GDS \> 6, schizophrenia, or bipolar disorder.","NA","clinical_exam","must not"
